鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
龍潭區,房地(土地+建物),桃園市龍潭區中興路63巷1~30號,56.51,,鄉村區,乙種建築用地,1081230,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0661214,79.06,3,2,2,有,無,3300000,41740,,0.0,0,,RPXNMLMJMHPFFCH98CA
大溪區,房地(土地+建物),桃園市大溪區介壽路720巷6弄1~30號,66.32,商,,,1090207,土地1建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,0961207,236.94,4,3,4,有,有,10000000,42205,,0.0,0,含增建或未登記建物。;,RPPPMLSJMHPFFCH98CA
龍潭區,房地(土地+建物),桃園市龍潭區龍平路632巷28弄31~60號,76.09,,特定農業區,甲種建築用地,1090313,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0830620,202.95000000000002,4,2,3,有,無,6550000,32274,,0.0,0,,RPSOMLTJMHPFFCH66CA
龍潭區,房地(土地+建物)+車位,桃園市龍潭區中豐路331~360號,30.18,,鄉村區,乙種建築用地,1090106,土地2建物1車位1,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070705,143.03,2,2,2,有,有,7610000,55930,坡道平面,30.21,1300000,,RPXNMLLMLHPFFCH09CA
大溪區,土地,東隆段151~180地號,458.05,,特定農業區,農牧用地,1090220,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3000000,6550,,0.0,0,,RPRNMLQLLHPFFCH88CA
復興區,土地,水流東段61~90地號,1661.0,,山坡地保育區,農牧用地,1090108,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1507358,908,,0.0,0,,RPUOMLPLLHPFFCH56CA
龍潭區,房地(土地+建物)+車位,桃園市龍潭區百年二街31~60號,36.87,,鄉村區,乙種建築用地,1090228,土地2建物3車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860626,175.17000000000002,3,2,2,有,有,5700000,32538,坡道平面,0.0,0,,RPVOMLPLLHPFFCH66CA
觀音區,房地(土地+建物),桃園市觀音區文林路889巷36弄1~30號,81.14,,特定農業區,甲種建築用地,1090215,土地3建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0840703,172.77,4,3,4,有,無,4500000,26046,,0.0,0,,RPOPMLKLMHPFFBH18CA
中壢區,房地(土地+建物),桃園市中壢區興仁路二段1~30號,3.93,住,,,1090220,土地1建物1車位0,七層,七層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0830302,22.14,1,0,1,有,有,1050000,47425,,0.0,0,,RPTPMLKLMHPFFBH68CA
中壢區,房地(土地+建物),桃園市中壢區興仁路二段1~30號,3.93,住,,,1090220,土地1建物1車位0,七層,七層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0830302,22.14,1,0,1,有,有,1050000,47425,,0.0,0,,SPTPMLKLMHPFFBH78CA
中壢區,土地,榮南段721~750地號,151.23,其他,,,1090117,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1121800,7418,,0.0,0,,RPUOMLQKMHPFFBH56CA
中壢區,土地,榮南段721~750地號,58.18,其他,,,1081230,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,409668,7041,,0.0,0,,RPWOMLQKMHPFFBH76CA
