鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
鼓山區,房地(土地+建物),高雄市鼓山區九如四路1991巷1弄1~30號,19.72,住,,,1090218,土地2建物1車位0,四層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0710818,75.18,3,2,1,有,無,3700000,49215,,0.0,0,含增建或未登記建物。;,RPXNMLNLLHPFFAE68CA
前金區,房地(土地+建物),高雄市前金區中山二路571~600號,4.88,商,,,1090312,土地1建物1車位0,四層,十二層,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,0681205,47.56,1,1,1,有,有,1400000,29437,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPQPMLNLLHPFFAE18CA
鼓山區,房地(土地+建物),高雄市鼓山區中華一路1~30號,25.77,住,,,1090229,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,0751024,114.6,3,2,1,有,無,3000000,26178,,0.0,0,,RPRNMLOLLHPFFAE18CA
前金區,房地(土地+建物),高雄市前金區新田路194巷1~30號,59.0,住,,,1090207,土地2建物1車位0,全,二層,透天厝,,加強磚造,0470610,69.61,2,1,2,有,無,7800000,112053,,0.0,0,,RPQNMLPLLHPFFAE18CA
鹽埕區,房地(土地+建物),高雄市鹽埕區府北路31~60號,6.58,商,,,1090312,土地1建物1車位0,九層,十層,華廈(10層含以下有電梯),,鋼筋混凝土造,0680831,44.35,2,1,1,有,有,1453000,32762,,0.0,0,,RPPOMLKMLHPFFAE77CA
鼓山區,房地(土地+建物),高雄市鼓山區文忠路91~120號,7.17,商,,,1090219,土地1建物1車位0,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940520,68.63,2,2,1,有,有,4550000,66298,,0.0,0,,RPQNMLMJMHPFFAE77CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區龍德路331~360號,13.9,商,,,1090213,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950203,150.36,4,2,2,有,有,11100000,73823,坡道平面,0.0,0,,RPRNMLPKMHPFFAE28CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區龍水二路1~30號,31.54,住,,,1090217,土地1建物1車位2,四層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030225,393.63,4,2,3,有,有,22380000,58702,坡道平面,60.08,2800000,,RPQNMLSKMHPFFAE48CA
苓雅區,房地(土地+建物),高雄市苓雅區廣東一街69巷1~30號,41.9,住,,,1090307,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,0720714,145.42,4,2,2,有,無,5057200,34777,,0.0,0,含增建或未登記建物。;,RPRNMLPLLHPFFBE38CA
新興區,房地(土地+建物),高雄市新興區林森一路241~270號,2.96,商,,,1090306,土地2建物1車位0,五層,十二層,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,0660627,25.259999999999998,1,0,1,有,有,1200000,47506,,0.0,0,,RPXNMLPLLHPFFBE98CA
苓雅區,房地(土地+建物),高雄市苓雅區河南路11巷31~60號,82.0,住,,,1090309,土地1建物1車位0,全,五層,透天厝,住家用,鋼筋混凝土造,0841207,208.63,5,2,5,有,無,13360000,64037,,0.0,0,,RPOOMLPLLHPFFBE18CA
苓雅區,房地(土地+建物),高雄市苓雅區武慶三路186巷1~30號,58.0,商,,,1090214,土地1建物1車位0,全,二層,透天厝,,加強磚造,0610524,81.77,2,1,4,有,無,6600000,80714,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPQNMLQLLHPFFBE38CA
新興區,房地(土地+建物),高雄市新興區八德二路1~30號,3.45,商,,,1090305,土地1建物1車位0,七層,十二層,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,0700819,26.78,1,0,1,有,有,1080000,40329,,0.0,0,含增建或未登記建物。;,RPXOMLQLLHPFFBE56CA
苓雅區,房地(土地+建物),高雄市苓雅區四維四路151~180號,3.51,商,,,1090308,土地1建物1車位0,五層,十二層,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,0780511,38.75,1,1,1,有,有,1450000,37419,,0.0,0,,RPROMLKMLHPFFBE08CA
苓雅區,房地(土地+建物)+車位,高雄市苓雅區民權一路39巷1~30號,25.56,住,,,1090309,土地1建物1車位1,二層,七層,華廈(10層含以下有電梯),見其他登記事項,見其他登記事項,1081223,146.56,3,2,2,有,有,10900000,67226,其他,5.99,1450000,,RPWNMLQJMHPFFBE88CA
苓雅區,房地(土地+建物),高雄市苓雅區凱旋三路481~510號,19.27,住,,,1090301,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,0680227,55.8,3,1,1,有,無,2600000,46595,,0.0,0,含增建或未登記建物。;,RPSOMLSJMHPFFBE78CA
苓雅區,房地(土地+建物),高雄市苓雅區澄清路33巷1~30號,26.8,住,,,1090222,土地2建物1車位0,五層,七層,華廈(10層含以下有電梯),,鋼筋混凝土造,0691201,60.52,3,2,2,有,無,4300000,71051,,0.0,0,陽台未登記，附贈沙發、床組、桌椅、小茶几等家具,RPVOMLNKMHPFFBE68CA
前鎮區,建物,高雄市前鎮區高雄加工出口區東12街1~30號,0.0,,,,1090316,土地0建物12車位0,三層,三層,廠辦,工業用,見使用執照,0580320,7146.84,0,0,0,無,有,54000000,7556,,0.0,0,,RPXOMLOLLHPFFCE09CA
小港區,房地(土地+建物),高雄市小港區孔宅二街181~210號,79.67,住,,,1090114,土地2建物1車位0,全,三層,透天厝,見其它登記事項,見其它登記事項,1080920,165.11,4,2,3,有,無,12180000,73769,,0.0,0,,RPPNMLPLLHPFFCE28CA
前鎮區,房地(土地+建物),高雄市前鎮區瑞隆路451~480號,29.19,商,,,1090108,土地2建物1車位0,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0821118,179.12,4,2,2,有,有,7000000,39080,,0.0,0,,RPQNMLPLLHPFFCE38CA
小港區,土地,桂林段91~120地號,179.0,住,,,1090117,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,12720000,71061,,0.0,0,,RPROMLKMLHPFFCE18CA
小港區,土地,港和段二小段181~210地號,91.0,商,,,1090205,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5000000,54945,,0.0,0,含增建或未登記建物。;,RPTOMLNKMHPFFCE58CA
三民區,房地(土地+建物),高雄市三民區大昌一路301巷6弄1~30號,190.09,工,,,1081210,土地5建物1車位0,一層，二層，三層，見其它登記事項,三層,廠辦,見其它登記事項,鋼筋混凝土造,1030114,341.47,4,2,3,有,有,33500000,98105,,0.0,0,,RPVOMLNLLHPFFDE88CA
三民區,房地(土地+建物)+車位,高雄市三民區明誠二路1~30號,24.47,住,,,1090223,土地1建物1車位1,二層，電梯樓梯間,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840518,167.57999999999998,4,2,2,有,有,8200000,48932,坡道平面,0.0,0,,RPPNMLOLLHPFFDE28CA
三民區,房地(土地+建物)+車位,高雄市三民區大昌二路91~120號,8.31,商,,,1090227,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940613,96.09,2,2,1,有,有,5300000,55157,坡道平面,12.34,0,,RPQOMLOLLHPFFDE48CA
三民區,房地(土地+建物),高雄市三民區民豐路31~60號,21.4,商,,,1090228,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,0691126,79.39,3,2,2,有,無,2100000,26452,,0.0,0,含增建或未登記建物。;,RPWPMLOLLHPFFDE56CA
三民區,房地(土地+建物),高雄市三民區昭良街1~30號,33.08,住,,,1090214,土地1建物1車位0,一層，騎樓，夾層,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,0751126,142.73,3,1,2,有,無,3679000,25776,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPPPMLPLLHPFFDE58CA
三民區,房地(土地+建物),高雄市三民區大昌二路43巷7弄1~30號,34.67,住,,,1090310,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,0690131,91.83,4,2,2,有,無,4050000,44103,,0.0,0,房屋有重新裝修,RPVOMLQLLHPFFDE56CA
三民區,房地(土地+建物),高雄市三民區大中一路121~150號,9.89,住,,,1090116,土地1建物1車位0,九層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850716,110.11999999999999,3,2,2,有,無,4200000,38140,,0.0,0,,RPVNMLRLLHPFFDE56CA
三民區,房地(土地+建物),高雄市三民區長明街31~60號,11.86,商,,,1090210,土地1建物1車位0,十層,十六層,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,0781222,136.63,3,2,2,有,有,4800000,35131,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPQOMLRLLHPFFDE78CA
三民區,房地(土地+建物),高雄市三民區建德路1~30號,27.48,商,,,1090215,土地1建物1車位0,一層，二層，三層，騎樓,十層,店面(店鋪),,鋼筋混凝土造,0780511,226.75,2,4,3,有,有,11500000,50717,,0.0,0,,RPXOMLPLLHPFFDE66CA
三民區,房地(土地+建物),高雄市三民區建國三路271~300號,2.82,商,,,1090219,土地1建物1車位0,六層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831101,36.21,1,0,1,有,有,1380000,38111,,0.0,0,,RPXOMLRLLHPFFDE86CA
三民區,房地(土地+建物),高雄市三民區鼎安路23巷1~30號,80.65,住,,,1090307,土地3建物1車位0,全,三層,透天厝,,鋼筋混凝土造,0761201,155.77,4,2,4,有,無,8000000,51358,,0.0,0,,RPPPMLKMLHPFFDE18CA
三民區,房地(土地+建物)+車位,高雄市三民區陽明路471巷1~30號,28.12,住,,,1090214,土地1建物1車位2,十一層，十二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820315,232.89000000000001,5,2,3,有,有,8300000,35639,坡道平面,0.0,2600000,含增建或未登記建物。;,RPQNMLTLLHPFFDE88CA
三民區,房地(土地+建物),高雄市三民區漢口街241~270號,21.1,住,,,1090218,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,0680926,66.4,2,2,2,有,無,3000000,45181,,0.0,0,含增建或未登記建物。;,RPTOMLLMLHPFFDE58CA
三民區,房地(土地+建物)+車位,高雄市三民區興隆街61~90號,10.01,商,,,1090224,土地1建物1車位1,十一層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890412,142.42000000000002,3,2,2,有,有,7170000,50344,坡道平面,24.6,0,,RPWPMLLMLHPFFDE98CA
三民區,房地(土地+建物)+車位,高雄市三民區民族一路312巷31~60號,10.78,商,,,1090223,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940913,138.91,4,2,2,有,無,6350000,45713,坡道機械,9.24,0,附家具家電,RPVOMLQJMHPFFDE09CA
三民區,房地(土地+建物),高雄市三民區寶鼎街31巷13弄1~30號,33.17,住,,,1090131,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),,鋼筋混凝土造,0680809,79.91,3,2,1,有,無,3800000,47553,,0.0,0,,RPRPMLQKMHPFFDE88CA
楠梓區,房地(土地+建物),高雄市楠梓區興楠路355巷61~90號,1.77,商,,,1090302,土地1建物1車位0,六層,十三層,套房(1房1廳1衛),見其它登記事項,鋼筋混凝土造,0960604,14.95,1,1,1,有,有,638000,42676,,0.0,0,,RPUNMLOLLHPFFEE88CA
左營區,房地(土地+建物)+車位,高雄市左營區博愛四路1~30號,16.49,住,,,1090302,土地1建物1車位1,九層,二十四層,住宅大樓(11層含以上有電梯),住家用,見其它登記事項,1031128,234.97,3,2,2,有,有,14600000,62136,坡道平面,19.55,0,,RPQOMLOLLHPFFEE58CA
左營區,房地(土地+建物)+車位,高雄市左營區博愛四路1~30號,18.74,住,,,1090228,土地1建物1車位1,十二層,二十四層,住宅大樓(11層含以上有電梯),住家用,見其它登記事項,1031128,257.94,3,2,2,有,有,16360000,63426,坡道平面,19.55,0,,RPROMLOLLHPFFEE68CA
楠梓區,房地(土地+建物),高雄市楠梓區德民路421~450號,11.59,住,,,1090131,土地1建物1車位0,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000913,112.78,3,2,2,有,有,5600000,49654,,0.0,0,,RPUNMLPLLHPFFEE98CA
楠梓區,房地(土地+建物),高雄市楠梓區德賢路536巷1~30號,18.53,住,,,1090211,土地1建物1車位0,五層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831027,113.9,3,2,2,有,有,3650000,32046,,0.0,0,,RPOOMLQLLHPFFEE58CA
楠梓區,房地(土地+建物),高雄市楠梓區清平街34巷1~30號,19.76,住,,,1090312,土地1建物1車位0,四層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820106,107.58,3,1,2,有,無,3500000,32534,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPQOMLQLLHPFFEE78CA
楠梓區,房地(土地+建物),高雄市楠梓區壽民路68巷1~30號,32.03,住,,,1090204,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),,鋼筋混凝土造,0670920,67.95,3,1,1,有,無,2500000,36792,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPOQMLQLLHPFFEE78CA
楠梓區,房地(土地+建物)+車位,高雄市楠梓區常德路240巷23弄31~60號,18.99,住,,,1090205,土地1建物1車位1,二層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820513,122.73,3,2,2,有,有,3550000,28925,坡道平面,0.0,0,,RPUQMLQLLHPFFEE76CA
左營區,房地(土地+建物)+車位,高雄市左營區文強路271~300號,19.46,住,,,1090225,土地1建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941125,142.24,3,2,2,有,有,9100000,63976,坡道平面,16.52,0,,RPRNMLTLLHPFFEE09CA
左營區,房地(土地+建物)+車位,高雄市左營區至聖路241~270號,29.25,住,,,1090220,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011115,263.44,3,2,2,有,有,21100000,81156,坡道平面,28.09,2000000,,RPSNMLSLLHPFFEE09CA
楠梓區,房地(土地+建物),高雄市楠梓區德惠路70巷1~30號,4.17,商,,,1090228,土地2建物1車位0,六層,十一層,套房(1房1廳1衛),見其它登記事項,鋼筋混凝土造,0950626,25.1,1,1,1,有,有,1400000,55777,,0.0,0,,RPTOMLLMLHPFFEE68CA
左營區,建物,高雄市左營區後街61~90號,0.0,,,,1090309,土地0建物1車位0,全,三層,透天厝,,加強磚造,0571125,132.57,9,2,4,有,無,300000,2263,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPUOMLLMLHPFFEE78CA
楠梓區,房地(土地+建物)+車位,高雄市楠梓區德民路426巷1~30號,14.92,住,,,1090209,土地1建物1車位1,三層，四層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851028,254.35999999999999,6,2,3,有,有,6780000,26655,坡道平面,0.0,0,,RPWOMLLMLHPFFEE98CA
楠梓區,房地(土地+建物),高雄市楠梓區楠梓路556巷31~60號,94.12,住,,,1090209,土地3建物1車位0,全,四層,透天厝,見其它登記事項,鋼筋混凝土造,0950329,174.01,5,2,3,有,無,11500000,66088,,0.0,0,,RPQNMLLJMHPFFEE08CA
左營區,房地(土地+建物),高雄市左營區安吉街241~270號,9.55,商,,,1090219,土地1建物1車位0,七層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0811027,98.57,3,2,2,有,有,4600000,46667,,0.0,0,含增建或未登記建物。;,RPRNMLMJMHPFFEE28CA
左營區,房地(土地+建物)+車位,高雄市左營區博愛四路301~330號,12.64,商,,,1090102,土地1建物1車位1,九層,二十八層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1070331,234.47,4,2,2,有,有,16100000,68666,坡道平面,33.26,0,,RPRNMLOJMHPFFEE48CA
楠梓區,房地(土地+建物),高雄市楠梓區高楠公路1711巷1~30號,30.73,住,,,1090204,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,0710518,82.51,3,2,2,有,無,2850000,34541,,0.0,0,,RPQPMLRJMHPFFEE88CA
楠梓區,房地(土地+建物)+車位,高雄市楠梓區德維街1~30號,22.0,住,,,1090217,土地1建物1車位1,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0810525,126.77000000000001,3,2,2,有,有,4500000,35497,坡道平面,0.0,0,,RPORMLTJMHPFFEE09CA
楠梓區,房地(土地+建物)+車位,高雄市楠梓區大學二十六街1321~1350號,32.02,住,,,1090131,土地1建物1車位1,一層，夾層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1041216,195.45,3,2,2,有,有,10580000,54131,坡道平面,0.0,0,,RPPNMLQKMHPFFEE58CA
楠梓區,房地(土地+建物),高雄市楠梓區右昌街150巷31~60號,19.7,住,,,1090306,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,0700519,67.18,3,2,2,有,無,1880000,27985,,0.0,0,,RPPNMLSKMHPFFEE78CA
左營區,房地(土地+建物)+車位,高雄市左營區新榮街121~150號,30.23,住,,,1090207,土地1建物1車位2,二層,二十八層,住宅大樓(11層含以上有電梯),住家用,見其它登記事項,1030704,350.40999999999997,3,2,3,有,有,32000000,92066,坡道平面,46.28,4000000,,RPWOMLKLMHPFFEE88CA
左營區,房地(土地+建物)+車位,高雄市左營區重信路421~450號,13.58,商,,,1090226,土地1建物1車位1,二十四層,二十四層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1080814,220.67000000000002,3,2,2,有,有,15800000,71600,坡道平面,28.96,0,,RPPNMLLLMHPFFEE18CA
楠梓區,房地(土地+建物),高雄市楠梓區翠屏路5巷1~30號,15.7,住,,,1090207,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,0701224,64.14,2,2,1,有,無,2100000,32741,,0.0,0,,RPOPMLRJNHPFFEE78CA
橋頭區,房地(土地+建物),高雄市橋頭區公園南街1~30號,6.68,,特定農業區,甲種建築用地,1090306,土地3建物1車位0,七層,十三層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0860115,35.239999999999995,1,1,1,有,有,1000000,28377,,0.0,0,,RPPOMLNLLHPFFFE48CA
岡山區,房地(土地+建物),高雄市岡山區大德一路151~180號,95.0,住,,,1090309,土地1建物1車位0,全,二層,透天厝,住商用,加強磚造,0670901,117.08,5,2,3,有,無,10800000,92245,,0.0,0,,RPSNMLOLLHPFFFE78CA
橋頭區,房地(土地+建物),高雄市橋頭區成功北路181~210號,79.74,住,,,1090215,土地1建物1車位0,一層，二層，三層，四層，騎樓,四層,店面(店鋪),住商用,鋼筋混凝土造,0780313,177.7,4,2,3,有,無,10000000,56275,,0.0,0,,RPTNMLOLLHPFFFE88CA
橋頭區,土地,樹林段181~210地號,1002.4,,特定農業區,農牧用地,1090224,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3873750,3864,,0.0,0,,RPOOMLOLLHPFFFE48CA
橋頭區,土地,樹林段181~210地號,1002.4,,特定農業區,農牧用地,1090224,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3873750,3864,,0.0,0,,RPPOMLOLLHPFFFE58CA
燕巢區,土地,瓊中段541~570地號,6303.8,農,,,1090117,土地11建物0車位0,,,其他,,,,0.0,0,0,0,有,無,15000000,2380,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPVNMLPLLHPFFFE56CA
彌陀區,土地,仁壽段181~210地號,1816.81,住,,,1081129,土地5建物0車位0,,,其他,,,,0.0,0,0,0,有,無,46500000,25594,,0.0,0,,RPPPMLQLLHPFFFE88CA
岡山區,房地(土地+建物),高雄市岡山區協和路1巷1~30號,25.21,住,,,1090302,土地1建物1車位0,二層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820825,106.65,3,2,2,有,有,3150000,29536,,0.0,0,,RPPOMLQLLHPFFFE78CA
彌陀區,土地,港段61~90地號,406.76,,鄉村區,乙種建築用地,1090119,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5760000,14161,,0.0,0,,RPROMLQLLHPFFFE98CA
彌陀區,房地(土地+建物),高雄市彌陀區中正西路1巷1~30號,101.94,住,,,1090220,土地2建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1081210,190.37,5,2,3,有,無,8060000,42339,,0.0,0,,RPPNMLLJMHPFFFE08CA
岡山區,房地(土地+建物),高雄市岡山區白米路96巷1~30號,69.37,,鄉村區,乙種建築用地,1090302,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1081122,147.56,4,2,3,有,無,11200000,75901,,0.0,0,含裝潢,RPOOMLNKMHPFFFE38CA
燕巢區,房地(土地+建物),高雄市燕巢區海成東街1~30號,72.92,農,,,1081224,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0790515,111.91,3,2,3,有,無,5600000,50040,,0.0,0,,RPQOMLOKMHPFFFE68CA
鳳山區,房地(土地+建物),高雄市鳳山區青年路一段262巷1~30號,23.44,住,,,1090223,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0770116,97.15,3,2,2,有,無,3450000,35512,,0.0,0,,RPWOMLOLLHPFFGE76CA
鳳山區,房地(土地+建物)+車位,高雄市鳳山區八德路二段271~300號,20.66,住,,,1090226,土地1建物2車位1,十三層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0800320,209.89999999999998,4,2,2,有,有,7980000,38020,坡道平面,0.0,0,,RPOPMLOLLHPFFGE68CA
鳳山區,房地(土地+建物),高雄市鳳山區力行路121~150號,34.48,住,,,1090304,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0721010,91.0,3,2,2,有,無,2300000,25275,,0.0,0,,RPTNMLPLLHPFFGE09CA
鳳山區,房地(土地+建物),高雄市鳳山區忠孝街1~30號,58.63,其他,,,1090224,土地2建物1車位0,全,三層,透天厝,住商用,加強磚造,0640816,166.13,5,2,3,有,無,8500000,51165,,0.0,0,,RPOPMLRLLHPFFGE98CA
鳳山區,房地(土地+建物)+車位,高雄市鳳山區新富路241~270號,54.44,住,,,1090204,土地1建物1車位2,一層，二層,二十三層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1030529,347.3,0,0,1,有,有,38000000,109415,坡道平面,36.24,0,土地:2736萬元整，建物:1064萬元整，土地價格拆分。無隔間。,RPSPMLKMLHPFFGE78CA
大樹區,房地(土地+建物),高雄市大樹區中興北路151~180號,17.08,住,,,1090215,土地3建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830421,84.48,2,2,2,有,無,1800000,21307,,0.0,0,,RPXNMLLMLHPFFGE56CA
鳳山區,房地(土地+建物)+車位,高雄市鳳山區立德街151~180號,12.24,商,,,1090223,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1001101,159.78,4,2,2,有,有,9300000,58205,坡道機械,12.98,0,,RPUNMLLJMHPFFGE68CA
鳳山區,房地(土地+建物),高雄市鳳山區福安二街81巷1~30號,61.0,住,,,1090208,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0680528,66.8,4,2,3,有,無,5400000,80838,,0.0,0,含增建或未登記建物。;,RPOPMLQKMHPFFGE88CA
甲仙區,房地(土地+建物),高雄市甲仙區林森路31巷1~30號,59.6,商,,,1090303,土地1建物1車位0,全,二層,透天厝,住商用,鋼筋混凝土造,0730510,89.04,4,2,2,有,無,1800000,20216,,0.0,0,,RPQNMLNLLHPFFHE68CA
內門區,土地,溝坪段331~360地號,1983.0,,山坡地保育區,農牧用地,1090227,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2500000,1261,,0.0,0,,RPPNMLOLLHPFFHE68CA
杉林區,土地,雙坑段61~90地號,21.81,農,,,1090210,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,10251,470,,0.0,0,,RPPNMLPLLHPFFHE78CA
旗山區,土地,東昌段661~690地號,36.73,,鄉村區,乙種建築用地,1090310,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1050000,28587,,0.0,0,地上有保存登記建物存在,RPRNMLOKMHPFFHE88CA
鳥松區,房地(土地+建物)+車位,高雄市鳥松區明湖路1~30號,107.59,住,,,1090220,土地1建物1車位3,十九層，二十層,二十層,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土造,0970115,560.82,4,2,2,有,有,38000000,67758,坡道平面,0.0,0,,RPWOMLNLLHPFFIE86CA
大社區,房地(土地+建物),高雄市大社區萬金路309巷1~30號,78.83,住,,,1090222,土地2建物1車位0,全,四層,透天厝,見其它登記事項,見其它登記事項,1070709,196.55,5,2,3,有,無,11450000,58255,,0.0,0,,RPPNMLOLLHPFFIE78CA
大社區,土地,清福段721~750地號,81.6,商,,,1090307,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3000000,36765,,0.0,0,,RPXNMLOLLHPFFIE96CA
仁武區,房地(土地+建物),高雄市仁武區赤富街16巷1~30號,69.98,住,,,1090221,土地2建物1車位0,全,四層,透天厝,見其它登記事項,鋼筋混凝土造,0930405,178.66,5,2,3,有,無,8900000,49815,,0.0,0,,RPRNMLPLLHPFFIE09CA
大社區,房地(土地+建物),高雄市大社區自由路1~30號,95.0,住,,,1090227,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0790510,212.92,5,2,5,有,無,7800000,36633,,0.0,0,,RPXNMLPLLHPFFIE07CA
仁武區,房地(土地+建物),高雄市仁武區永新二街91~120號,47.99,住,,,1090310,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0920626,97.55,4,2,3,有,無,5000000,51256,,0.0,0,,RPTNMLRLLHPFFIE86CA
大社區,土地,清福段391~420地號,840.88,農,,,1090217,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,11650000,13855,,0.0,0,,RPUOMLRLLHPFFIE07CA
大社區,土地,清福段391~420地號,1973.9,農,,,1090217,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,27376900,13869,,0.0,0,,RPWOMLRLLHPFFIE27CA
鳥松區,土地,華美段1021~1050地號,2.34,住,,,1090309,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,147200,62906,,0.0,0,,RPUNMLKMLHPFFIE98CA
仁武區,房地(土地+建物),高雄市仁武區永新二街112巷20弄1~30號,123.94,住,,,1090211,土地2建物1車位0,全,四層,透天厝,見其它登記事項,鋼筋混凝土造,0930325,180.37,5,2,3,有,無,12000000,66530,,0.0,0,,RPPNMLLJMHPFFIE38CA
